OMRÅDE;KØN;ALDER;TID;INDHOLD
Hvidovre;I alt;Alder i alt;2025M01;53760
Hvidovre;I alt;Alder i alt;2025M02;53721
Hvidovre;I alt;Alder i alt;2025M03;53775
Hvidovre;I alt;Alder i alt;2025M04;53757
Hvidovre;I alt;Alder i alt;2025M05;53821
Hvidovre;I alt;Alder i alt;2025M06;53938
Hvidovre;I alt;Alder i alt;2025M07;53973
Hvidovre;I alt;Alder i alt;2025M08;54007
Hvidovre;I alt;Alder i alt;2025M09;54066
Hvidovre;I alt;Alder i alt;2025M10;54155
Hvidovre;I alt;Alder i alt;2025M11;54250
Hvidovre;I alt;Alder i alt;2025M12;54306
Hvidovre;I alt;Alder i alt;2026M01;54228
Hvidovre;I alt;Alder i alt;2026M02;54210
Hvidovre;I alt;Alder i alt;2026M03;54175
Hvidovre;I alt;Alder i alt;2026M04;54152
Hvidovre;I alt;0 år;2025M01;505
Hvidovre;I alt;0 år;2025M02;501
Hvidovre;I alt;0 år;2025M03;496
Hvidovre;I alt;0 år;2025M04;493
Hvidovre;I alt;0 år;2025M05;497
Hvidovre;I alt;0 år;2025M06;473
Hvidovre;I alt;0 år;2025M07;492
Hvidovre;I alt;0 år;2025M08;514
Hvidovre;I alt;0 år;2025M09;525
Hvidovre;I alt;0 år;2025M10;537
Hvidovre;I alt;0 år;2025M11;535
Hvidovre;I alt;0 år;2025M12;532
Hvidovre;I alt;0 år;2026M01;513
Hvidovre;I alt;0 år;2026M02;514
Hvidovre;I alt;0 år;2026M03;509
Hvidovre;I alt;0 år;2026M04;513
Hvidovre;I alt;1 år;2025M01;588
Hvidovre;I alt;1 år;2025M02;583
Hvidovre;I alt;1 år;2025M03;577
Hvidovre;I alt;1 år;2025M04;577
Hvidovre;I alt;1 år;2025M05;559
Hvidovre;I alt;1 år;2025M06;578
Hvidovre;I alt;1 år;2025M07;565
Hvidovre;I alt;1 år;2025M08;549
Hvidovre;I alt;1 år;2025M09;517
Hvidovre;I alt;1 år;2025M10;511
Hvidovre;I alt;1 år;2025M11;509
Hvidovre;I alt;1 år;2025M12;520
Hvidovre;I alt;1 år;2026M01;520
Hvidovre;I alt;1 år;2026M02;518
Hvidovre;I alt;1 år;2026M03;510
Hvidovre;I alt;1 år;2026M04;507
Hvidovre;I alt;2 år;2025M01;570
Hvidovre;I alt;2 år;2025M02;576
Hvidovre;I alt;2 år;2025M03;588
Hvidovre;I alt;2 år;2025M04;571
Hvidovre;I alt;2 år;2025M05;577
Hvidovre;I alt;2 år;2025M06;580
Hvidovre;I alt;2 år;2025M07;579
Hvidovre;I alt;2 år;2025M08;584
Hvidovre;I alt;2 år;2025M09;594
Hvidovre;I alt;2 år;2025M10;600
Hvidovre;I alt;2 år;2025M11;599
Hvidovre;I alt;2 år;2025M12;591
Hvidovre;I alt;2 år;2026M01;593
Hvidovre;I alt;2 år;2026M02;585
Hvidovre;I alt;2 år;2026M03;582
Hvidovre;I alt;2 år;2026M04;582
Hvidovre;I alt;3 år;2025M01;659
Hvidovre;I alt;3 år;2025M02;658
Hvidovre;I alt;3 år;2025M03;647
Hvidovre;I alt;3 år;2025M04;636
Hvidovre;I alt;3 år;2025M05;627
Hvidovre;I alt;3 år;2025M06;629
Hvidovre;I alt;3 år;2025M07;623
Hvidovre;I alt;3 år;2025M08;628
Hvidovre;I alt;3 år;2025M09;608
Hvidovre;I alt;3 år;2025M10;610
Hvidovre;I alt;3 år;2025M11;599
Hvidovre;I alt;3 år;2025M12;596
Hvidovre;I alt;3 år;2026M01;585
Hvidovre;I alt;3 år;2026M02;586
Hvidovre;I alt;3 år;2026M03;596
Hvidovre;I alt;3 år;2026M04;583
Hvidovre;I alt;4 år;2025M01;646
Hvidovre;I alt;4 år;2025M02;633
Hvidovre;I alt;4 år;2025M03;639
Hvidovre;I alt;4 år;2025M04;655
Hvidovre;I alt;4 år;2025M05;643
Hvidovre;I alt;4 år;2025M06;643
Hvidovre;I alt;4 år;2025M07;644
Hvidovre;I alt;4 år;2025M08;644
Hvidovre;I alt;4 år;2025M09;649
Hvidovre;I alt;4 år;2025M10;653
Hvidovre;I alt;4 år;2025M11;663
Hvidovre;I alt;4 år;2025M12;672
Hvidovre;I alt;4 år;2026M01;681
Hvidovre;I alt;4 år;2026M02;680
Hvidovre;I alt;4 år;2026M03;660
Hvidovre;I alt;4 år;2026M04;647
Hvidovre;I alt;5 år;2025M01;650
Hvidovre;I alt;5 år;2025M02;658
Hvidovre;I alt;5 år;2025M03;651
Hvidovre;I alt;5 år;2025M04;653
Hvidovre;I alt;5 år;2025M05;659
Hvidovre;I alt;5 år;2025M06;649
Hvidovre;I alt;5 år;2025M07;644
Hvidovre;I alt;5 år;2025M08;646
Hvidovre;I alt;5 år;2025M09;650
Hvidovre;I alt;5 år;2025M10;650
Hvidovre;I alt;5 år;2025M11;645
Hvidovre;I alt;5 år;2025M12;641
Hvidovre;I alt;5 år;2026M01;658
Hvidovre;I alt;5 år;2026M02;650
Hvidovre;I alt;5 år;2026M03;660
Hvidovre;I alt;5 år;2026M04;679
Hvidovre;I alt;6 år;2025M01;710
Hvidovre;I alt;6 år;2025M02;694
Hvidovre;I alt;6 år;2025M03;692
Hvidovre;I alt;6 år;2025M04;674
Hvidovre;I alt;6 år;2025M05;674
Hvidovre;I alt;6 år;2025M06;694
Hvidovre;I alt;6 år;2025M07;697
Hvidovre;I alt;6 år;2025M08;701
Hvidovre;I alt;6 år;2025M09;704
Hvidovre;I alt;6 år;2025M10;686
Hvidovre;I alt;6 år;2025M11;682
Hvidovre;I alt;6 år;2025M12;681
Hvidovre;I alt;6 år;2026M01;664
Hvidovre;I alt;6 år;2026M02;674
Hvidovre;I alt;6 år;2026M03;667
Hvidovre;I alt;6 år;2026M04;660
Hvidovre;I alt;7 år;2025M01;764
Hvidovre;I alt;7 år;2025M02;776
Hvidovre;I alt;7 år;2025M03;783
Hvidovre;I alt;7 år;2025M04;789
Hvidovre;I alt;7 år;2025M05;778
Hvidovre;I alt;7 år;2025M06;775
Hvidovre;I alt;7 år;2025M07;750
Hvidovre;I alt;7 år;2025M08;730
Hvidovre;I alt;7 år;2025M09;720
Hvidovre;I alt;7 år;2025M10;720
Hvidovre;I alt;7 år;2025M11;727
Hvidovre;I alt;7 år;2025M12;718
Hvidovre;I alt;7 år;2026M01;705
Hvidovre;I alt;7 år;2026M02;689
Hvidovre;I alt;7 år;2026M03;686
Hvidovre;I alt;7 år;2026M04;672
Hvidovre;I alt;8 år;2025M01;682
Hvidovre;I alt;8 år;2025M02;689
Hvidovre;I alt;8 år;2025M03;674
Hvidovre;I alt;8 år;2025M04;695
Hvidovre;I alt;8 år;2025M05;721
Hvidovre;I alt;8 år;2025M06;716
Hvidovre;I alt;8 år;2025M07;722
Hvidovre;I alt;8 år;2025M08;729
Hvidovre;I alt;8 år;2025M09;740
Hvidovre;I alt;8 år;2025M10;747
Hvidovre;I alt;8 år;2025M11;757
Hvidovre;I alt;8 år;2025M12;773
Hvidovre;I alt;8 år;2026M01;771
Hvidovre;I alt;8 år;2026M02;782
Hvidovre;I alt;8 år;2026M03;790
Hvidovre;I alt;8 år;2026M04;788
Hvidovre;I alt;9 år;2025M01;682
Hvidovre;I alt;9 år;2025M02;673
Hvidovre;I alt;9 år;2025M03;698
Hvidovre;I alt;9 år;2025M04;692
Hvidovre;I alt;9 år;2025M05;699
Hvidovre;I alt;9 år;2025M06;701
Hvidovre;I alt;9 år;2025M07;727
Hvidovre;I alt;9 år;2025M08;728
Hvidovre;I alt;9 år;2025M09;710
Hvidovre;I alt;9 år;2025M10;703
Hvidovre;I alt;9 år;2025M11;694
Hvidovre;I alt;9 år;2025M12;676
Hvidovre;I alt;9 år;2026M01;676
Hvidovre;I alt;9 år;2026M02;690
Hvidovre;I alt;9 år;2026M03;677
Hvidovre;I alt;9 år;2026M04;692
Hvidovre;I alt;10 år;2025M01;713
Hvidovre;I alt;10 år;2025M02;699
Hvidovre;I alt;10 år;2025M03;685
Hvidovre;I alt;10 år;2025M04;684
Hvidovre;I alt;10 år;2025M05;666
Hvidovre;I alt;10 år;2025M06;658
Hvidovre;I alt;10 år;2025M07;640
Hvidovre;I alt;10 år;2025M08;633
Hvidovre;I alt;10 år;2025M09;654
Hvidovre;I alt;10 år;2025M10;659
Hvidovre;I alt;10 år;2025M11;664
Hvidovre;I alt;10 år;2025M12;686
Hvidovre;I alt;10 år;2026M01;688
Hvidovre;I alt;10 år;2026M02;679
Hvidovre;I alt;10 år;2026M03;703
Hvidovre;I alt;10 år;2026M04;698
Hvidovre;I alt;11 år;2025M01;662
Hvidovre;I alt;11 år;2025M02;678
Hvidovre;I alt;11 år;2025M03;670
Hvidovre;I alt;11 år;2025M04;663
Hvidovre;I alt;11 år;2025M05;675
Hvidovre;I alt;11 år;2025M06;693
Hvidovre;I alt;11 år;2025M07;678
Hvidovre;I alt;11 år;2025M08;689
Hvidovre;I alt;11 år;2025M09;686
Hvidovre;I alt;11 år;2025M10;693
Hvidovre;I alt;11 år;2025M11;703
Hvidovre;I alt;11 år;2025M12;695
Hvidovre;I alt;11 år;2026M01;703
Hvidovre;I alt;11 år;2026M02;695
Hvidovre;I alt;11 år;2026M03;689
Hvidovre;I alt;11 år;2026M04;688
Hvidovre;I alt;12 år;2025M01;629
Hvidovre;I alt;12 år;2025M02;642
Hvidovre;I alt;12 år;2025M03;655
Hvidovre;I alt;12 år;2025M04;661
Hvidovre;I alt;12 år;2025M05;659
Hvidovre;I alt;12 år;2025M06;653
Hvidovre;I alt;12 år;2025M07;669
Hvidovre;I alt;12 år;2025M08;678
Hvidovre;I alt;12 år;2025M09;660
Hvidovre;I alt;12 år;2025M10;667
Hvidovre;I alt;12 år;2025M11;666
Hvidovre;I alt;12 år;2025M12;662
Hvidovre;I alt;12 år;2026M01;669
Hvidovre;I alt;12 år;2026M02;679
Hvidovre;I alt;12 år;2026M03;669
Hvidovre;I alt;12 år;2026M04;666
Hvidovre;I alt;13 år;2025M01;685
Hvidovre;I alt;13 år;2025M02;661
Hvidovre;I alt;13 år;2025M03;657
Hvidovre;I alt;13 år;2025M04;653
Hvidovre;I alt;13 år;2025M05;655
Hvidovre;I alt;13 år;2025M06;657
Hvidovre;I alt;13 år;2025M07;655
Hvidovre;I alt;13 år;2025M08;652
Hvidovre;I alt;13 år;2025M09;649
Hvidovre;I alt;13 år;2025M10;627
Hvidovre;I alt;13 år;2025M11;627
Hvidovre;I alt;13 år;2025M12;633
Hvidovre;I alt;13 år;2026M01;624
Hvidovre;I alt;13 år;2026M02;636
Hvidovre;I alt;13 år;2026M03;651
Hvidovre;I alt;13 år;2026M04;655
Hvidovre;I alt;14 år;2025M01;740
Hvidovre;I alt;14 år;2025M02;747
Hvidovre;I alt;14 år;2025M03;732
Hvidovre;I alt;14 år;2025M04;717
Hvidovre;I alt;14 år;2025M05;723
Hvidovre;I alt;14 år;2025M06;702
Hvidovre;I alt;14 år;2025M07;704
Hvidovre;I alt;14 år;2025M08;693
Hvidovre;I alt;14 år;2025M09;686
Hvidovre;I alt;14 år;2025M10;689
Hvidovre;I alt;14 år;2025M11;688
Hvidovre;I alt;14 år;2025M12;686
Hvidovre;I alt;14 år;2026M01;685
Hvidovre;I alt;14 år;2026M02;661
Hvidovre;I alt;14 år;2026M03;658
Hvidovre;I alt;14 år;2026M04;651
Hvidovre;I alt;15 år;2025M01;642
Hvidovre;I alt;15 år;2025M02;643
Hvidovre;I alt;15 år;2025M03;663
Hvidovre;I alt;15 år;2025M04;689
Hvidovre;I alt;15 år;2025M05;668
Hvidovre;I alt;15 år;2025M06;686
Hvidovre;I alt;15 år;2025M07;689
Hvidovre;I alt;15 år;2025M08;700
Hvidovre;I alt;15 år;2025M09;714
Hvidovre;I alt;15 år;2025M10;732
Hvidovre;I alt;15 år;2025M11;736
Hvidovre;I alt;15 år;2025M12;738
Hvidovre;I alt;15 år;2026M01;739
Hvidovre;I alt;15 år;2026M02;750
Hvidovre;I alt;15 år;2026M03;740
Hvidovre;I alt;15 år;2026M04;721
Hvidovre;I alt;16 år;2025M01;689
Hvidovre;I alt;16 år;2025M02;695
Hvidovre;I alt;16 år;2025M03;685
Hvidovre;I alt;16 år;2025M04;678
Hvidovre;I alt;16 år;2025M05;688
Hvidovre;I alt;16 år;2025M06;690
Hvidovre;I alt;16 år;2025M07;683
Hvidovre;I alt;16 år;2025M08;692
Hvidovre;I alt;16 år;2025M09;673
Hvidovre;I alt;16 år;2025M10;658
Hvidovre;I alt;16 år;2025M11;655
Hvidovre;I alt;16 år;2025M12;649
Hvidovre;I alt;16 år;2026M01;638
Hvidovre;I alt;16 år;2026M02;635
Hvidovre;I alt;16 år;2026M03;651
Hvidovre;I alt;16 år;2026M04;684
Hvidovre;I alt;17 år;2025M01;637
Hvidovre;I alt;17 år;2025M02;620
Hvidovre;I alt;17 år;2025M03;637
Hvidovre;I alt;17 år;2025M04;648
Hvidovre;I alt;17 år;2025M05;647
Hvidovre;I alt;17 år;2025M06;656
Hvidovre;I alt;17 år;2025M07;666
Hvidovre;I alt;17 år;2025M08;659
Hvidovre;I alt;17 år;2025M09;666
Hvidovre;I alt;17 år;2025M10;663
Hvidovre;I alt;17 år;2025M11;669
Hvidovre;I alt;17 år;2025M12;689
Hvidovre;I alt;17 år;2026M01;697
Hvidovre;I alt;17 år;2026M02;705
Hvidovre;I alt;17 år;2026M03;698
Hvidovre;I alt;17 år;2026M04;686
Hvidovre;I alt;18 år;2025M01;696
Hvidovre;I alt;18 år;2025M02;694
Hvidovre;I alt;18 år;2025M03;676
Hvidovre;I alt;18 år;2025M04;670
Hvidovre;I alt;18 år;2025M05;677
Hvidovre;I alt;18 år;2025M06;672
Hvidovre;I alt;18 år;2025M07;663
Hvidovre;I alt;18 år;2025M08;666
Hvidovre;I alt;18 år;2025M09;665
Hvidovre;I alt;18 år;2025M10;664
Hvidovre;I alt;18 år;2025M11;675
Hvidovre;I alt;18 år;2025M12;650
Hvidovre;I alt;18 år;2026M01;663
Hvidovre;I alt;18 år;2026M02;641
Hvidovre;I alt;18 år;2026M03;658
Hvidovre;I alt;18 år;2026M04;669
Hvidovre;I alt;19 år;2025M01;651
Hvidovre;I alt;19 år;2025M02;644
Hvidovre;I alt;19 år;2025M03;642
Hvidovre;I alt;19 år;2025M04;625
Hvidovre;I alt;19 år;2025M05;620
Hvidovre;I alt;19 år;2025M06;609
Hvidovre;I alt;19 år;2025M07;609
Hvidovre;I alt;19 år;2025M08;617
Hvidovre;I alt;19 år;2025M09;640
Hvidovre;I alt;19 år;2025M10;683
Hvidovre;I alt;19 år;2025M11;693
Hvidovre;I alt;19 år;2025M12;715
Hvidovre;I alt;19 år;2026M01;704
Hvidovre;I alt;19 år;2026M02;711
Hvidovre;I alt;19 år;2026M03;689
Hvidovre;I alt;19 år;2026M04;690
Hvidovre;I alt;20 år;2025M01;630
Hvidovre;I alt;20 år;2025M02;645
Hvidovre;I alt;20 år;2025M03;657
Hvidovre;I alt;20 år;2025M04;660
Hvidovre;I alt;20 år;2025M05;688
Hvidovre;I alt;20 år;2025M06;693
Hvidovre;I alt;20 år;2025M07;689
Hvidovre;I alt;20 år;2025M08;670
Hvidovre;I alt;20 år;2025M09;666
Hvidovre;I alt;20 år;2025M10;673
Hvidovre;I alt;20 år;2025M11;671
Hvidovre;I alt;20 år;2025M12;671
Hvidovre;I alt;20 år;2026M01;667
Hvidovre;I alt;20 år;2026M02;667
Hvidovre;I alt;20 år;2026M03;657
Hvidovre;I alt;20 år;2026M04;635
Hvidovre;I alt;21 år;2025M01;616
Hvidovre;I alt;21 år;2025M02;629
Hvidovre;I alt;21 år;2025M03;627
Hvidovre;I alt;21 år;2025M04;629
Hvidovre;I alt;21 år;2025M05;620
Hvidovre;I alt;21 år;2025M06;625
Hvidovre;I alt;21 år;2025M07;636
Hvidovre;I alt;21 år;2025M08;643
Hvidovre;I alt;21 år;2025M09;633
Hvidovre;I alt;21 år;2025M10;629
Hvidovre;I alt;21 år;2025M11;621
Hvidovre;I alt;21 år;2025M12;625
Hvidovre;I alt;21 år;2026M01;618
Hvidovre;I alt;21 år;2026M02;621
Hvidovre;I alt;21 år;2026M03;632
Hvidovre;I alt;21 år;2026M04;659
Hvidovre;I alt;22 år;2025M01;574
Hvidovre;I alt;22 år;2025M02;563
Hvidovre;I alt;22 år;2025M03;561
Hvidovre;I alt;22 år;2025M04;543
Hvidovre;I alt;22 år;2025M05;558
Hvidovre;I alt;22 år;2025M06;568
Hvidovre;I alt;22 år;2025M07;573
Hvidovre;I alt;22 år;2025M08;583
Hvidovre;I alt;22 år;2025M09;621
Hvidovre;I alt;22 år;2025M10;652
Hvidovre;I alt;22 år;2025M11;670
Hvidovre;I alt;22 år;2025M12;689
Hvidovre;I alt;22 år;2026M01;681
Hvidovre;I alt;22 år;2026M02;683
Hvidovre;I alt;22 år;2026M03;681
Hvidovre;I alt;22 år;2026M04;659
Hvidovre;I alt;23 år;2025M01;637
Hvidovre;I alt;23 år;2025M02;639
Hvidovre;I alt;23 år;2025M03;639
Hvidovre;I alt;23 år;2025M04;640
Hvidovre;I alt;23 år;2025M05;640
Hvidovre;I alt;23 år;2025M06;624
Hvidovre;I alt;23 år;2025M07;602
Hvidovre;I alt;23 år;2025M08;583
Hvidovre;I alt;23 år;2025M09;586
Hvidovre;I alt;23 år;2025M10;582
Hvidovre;I alt;23 år;2025M11;571
Hvidovre;I alt;23 år;2025M12;547
Hvidovre;I alt;23 år;2026M01;549
Hvidovre;I alt;23 år;2026M02;556
Hvidovre;I alt;23 år;2026M03;570
Hvidovre;I alt;23 år;2026M04;564
Hvidovre;I alt;24 år;2025M01;633
Hvidovre;I alt;24 år;2025M02;628
Hvidovre;I alt;24 år;2025M03;623
Hvidovre;I alt;24 år;2025M04;638
Hvidovre;I alt;24 år;2025M05;641
Hvidovre;I alt;24 år;2025M06;646
Hvidovre;I alt;24 år;2025M07;649
Hvidovre;I alt;24 år;2025M08;656
Hvidovre;I alt;24 år;2025M09;653
Hvidovre;I alt;24 år;2025M10;649
Hvidovre;I alt;24 år;2025M11;648
Hvidovre;I alt;24 år;2025M12;653
Hvidovre;I alt;24 år;2026M01;646
Hvidovre;I alt;24 år;2026M02;649
Hvidovre;I alt;24 år;2026M03;638
Hvidovre;I alt;24 år;2026M04;631
Hvidovre;I alt;25 år;2025M01;595
Hvidovre;I alt;25 år;2025M02;590
Hvidovre;I alt;25 år;2025M03;611
Hvidovre;I alt;25 år;2025M04;600
Hvidovre;I alt;25 år;2025M05;599
Hvidovre;I alt;25 år;2025M06;597
Hvidovre;I alt;25 år;2025M07;588
Hvidovre;I alt;25 år;2025M08;593
Hvidovre;I alt;25 år;2025M09;608
Hvidovre;I alt;25 år;2025M10;622
Hvidovre;I alt;25 år;2025M11;629
Hvidovre;I alt;25 år;2025M12;640
Hvidovre;I alt;25 år;2026M01;655
Hvidovre;I alt;25 år;2026M02;640
Hvidovre;I alt;25 år;2026M03;612
Hvidovre;I alt;25 år;2026M04;626
Hvidovre;I alt;26 år;2025M01;560
Hvidovre;I alt;26 år;2025M02;575
Hvidovre;I alt;26 år;2025M03;571
Hvidovre;I alt;26 år;2025M04;581
Hvidovre;I alt;26 år;2025M05;579
Hvidovre;I alt;26 år;2025M06;598
Hvidovre;I alt;26 år;2025M07;626
Hvidovre;I alt;26 år;2025M08;620
Hvidovre;I alt;26 år;2025M09;639
Hvidovre;I alt;26 år;2025M10;635
Hvidovre;I alt;26 år;2025M11;620
Hvidovre;I alt;26 år;2025M12;619
Hvidovre;I alt;26 år;2026M01;625
Hvidovre;I alt;26 år;2026M02;627
Hvidovre;I alt;26 år;2026M03;649
Hvidovre;I alt;26 år;2026M04;619
Hvidovre;I alt;27 år;2025M01;619
Hvidovre;I alt;27 år;2025M02;599
Hvidovre;I alt;27 år;2025M03;614
Hvidovre;I alt;27 år;2025M04;606
Hvidovre;I alt;27 år;2025M05;592
Hvidovre;I alt;27 år;2025M06;593
Hvidovre;I alt;27 år;2025M07;594
Hvidovre;I alt;27 år;2025M08;612
Hvidovre;I alt;27 år;2025M09;591
Hvidovre;I alt;27 år;2025M10;581
Hvidovre;I alt;27 år;2025M11;595
Hvidovre;I alt;27 år;2025M12;594
Hvidovre;I alt;27 år;2026M01;578
Hvidovre;I alt;27 år;2026M02;599
Hvidovre;I alt;27 år;2026M03;586
Hvidovre;I alt;27 år;2026M04;607
Hvidovre;I alt;28 år;2025M01;579
Hvidovre;I alt;28 år;2025M02;583
Hvidovre;I alt;28 år;2025M03;585
Hvidovre;I alt;28 år;2025M04;598
Hvidovre;I alt;28 år;2025M05;625
Hvidovre;I alt;28 år;2025M06;627
Hvidovre;I alt;28 år;2025M07;612
Hvidovre;I alt;28 år;2025M08;611
Hvidovre;I alt;28 år;2025M09;635
Hvidovre;I alt;28 år;2025M10;635
Hvidovre;I alt;28 år;2025M11;640
Hvidovre;I alt;28 år;2025M12;637
Hvidovre;I alt;28 år;2026M01;629
Hvidovre;I alt;28 år;2026M02;613
Hvidovre;I alt;28 år;2026M03;612
Hvidovre;I alt;28 år;2026M04;598
Hvidovre;I alt;29 år;2025M01;645
Hvidovre;I alt;29 år;2025M02;640
Hvidovre;I alt;29 år;2025M03;624
Hvidovre;I alt;29 år;2025M04;619
Hvidovre;I alt;29 år;2025M05;626
Hvidovre;I alt;29 år;2025M06;624
Hvidovre;I alt;29 år;2025M07;625
Hvidovre;I alt;29 år;2025M08;598
Hvidovre;I alt;29 år;2025M09;585
Hvidovre;I alt;29 år;2025M10;577
Hvidovre;I alt;29 år;2025M11;585
Hvidovre;I alt;29 år;2025M12;586
Hvidovre;I alt;29 år;2026M01;592
Hvidovre;I alt;29 år;2026M02;600
Hvidovre;I alt;29 år;2026M03;615
Hvidovre;I alt;29 år;2026M04;624
Hvidovre;I alt;30 år;2025M01;655
Hvidovre;I alt;30 år;2025M02;648
Hvidovre;I alt;30 år;2025M03;659
Hvidovre;I alt;30 år;2025M04;670
Hvidovre;I alt;30 år;2025M05;651
Hvidovre;I alt;30 år;2025M06;650
Hvidovre;I alt;30 år;2025M07;643
