OMRÅDE;KØN;ALDER;TID;INDHOLD
Hvidovre;I alt;30 år;2025M08;667
Hvidovre;I alt;30 år;2025M09;683
Hvidovre;I alt;30 år;2025M10;694
Hvidovre;I alt;30 år;2025M11;693
Hvidovre;I alt;30 år;2025M12;688
Hvidovre;I alt;30 år;2026M01;665
Hvidovre;I alt;30 år;2026M02;659
Hvidovre;I alt;30 år;2026M03;651
Hvidovre;I alt;30 år;2026M04;657
Hvidovre;I alt;31 år;2025M01;616
Hvidovre;I alt;31 år;2025M02;634
Hvidovre;I alt;31 år;2025M03;640
Hvidovre;I alt;31 år;2025M04;630
Hvidovre;I alt;31 år;2025M05;642
Hvidovre;I alt;31 år;2025M06;653
Hvidovre;I alt;31 år;2025M07;663
Hvidovre;I alt;31 år;2025M08;644
Hvidovre;I alt;31 år;2025M09;647
Hvidovre;I alt;31 år;2025M10;644
Hvidovre;I alt;31 år;2025M11;647
Hvidovre;I alt;31 år;2025M12;662
Hvidovre;I alt;31 år;2026M01;672
Hvidovre;I alt;31 år;2026M02;676
Hvidovre;I alt;31 år;2026M03;677
Hvidovre;I alt;31 år;2026M04;695
Hvidovre;I alt;32 år;2025M01;683
Hvidovre;I alt;32 år;2025M02;685
Hvidovre;I alt;32 år;2025M03;681
Hvidovre;I alt;32 år;2025M04;669
Hvidovre;I alt;32 år;2025M05;667
Hvidovre;I alt;32 år;2025M06;659
Hvidovre;I alt;32 år;2025M07;646
Hvidovre;I alt;32 år;2025M08;646
Hvidovre;I alt;32 år;2025M09;635
Hvidovre;I alt;32 år;2025M10;648
Hvidovre;I alt;32 år;2025M11;646
Hvidovre;I alt;32 år;2025M12;630
Hvidovre;I alt;32 år;2026M01;633
Hvidovre;I alt;32 år;2026M02;640
Hvidovre;I alt;32 år;2026M03;653
Hvidovre;I alt;32 år;2026M04;646
Hvidovre;I alt;33 år;2025M01;694
Hvidovre;I alt;33 år;2025M02;683
Hvidovre;I alt;33 år;2025M03;701
Hvidovre;I alt;33 år;2025M04;714
Hvidovre;I alt;33 år;2025M05;718
Hvidovre;I alt;33 år;2025M06;721
Hvidovre;I alt;33 år;2025M07;736
Hvidovre;I alt;33 år;2025M08;744
Hvidovre;I alt;33 år;2025M09;744
Hvidovre;I alt;33 år;2025M10;732
Hvidovre;I alt;33 år;2025M11;733
Hvidovre;I alt;33 år;2025M12;715
Hvidovre;I alt;33 år;2026M01;709
Hvidovre;I alt;33 år;2026M02;711
Hvidovre;I alt;33 år;2026M03;693
Hvidovre;I alt;33 år;2026M04;683
Hvidovre;I alt;34 år;2025M01;735
Hvidovre;I alt;34 år;2025M02;724
Hvidovre;I alt;34 år;2025M03;729
Hvidovre;I alt;34 år;2025M04;715
Hvidovre;I alt;34 år;2025M05;705
Hvidovre;I alt;34 år;2025M06;709
Hvidovre;I alt;34 år;2025M07;727
Hvidovre;I alt;34 år;2025M08;731
Hvidovre;I alt;34 år;2025M09;725
Hvidovre;I alt;34 år;2025M10;739
Hvidovre;I alt;34 år;2025M11;734
Hvidovre;I alt;34 år;2025M12;747
Hvidovre;I alt;34 år;2026M01;733
Hvidovre;I alt;34 år;2026M02;718
Hvidovre;I alt;34 år;2026M03;726
Hvidovre;I alt;34 år;2026M04;734
Hvidovre;I alt;35 år;2025M01;771
Hvidovre;I alt;35 år;2025M02;776
Hvidovre;I alt;35 år;2025M03;750
Hvidovre;I alt;35 år;2025M04;758
Hvidovre;I alt;35 år;2025M05;755
Hvidovre;I alt;35 år;2025M06;764
Hvidovre;I alt;35 år;2025M07;756
Hvidovre;I alt;35 år;2025M08;754
Hvidovre;I alt;35 år;2025M09;744
Hvidovre;I alt;35 år;2025M10;744
Hvidovre;I alt;35 år;2025M11;739
Hvidovre;I alt;35 år;2025M12;741
Hvidovre;I alt;35 år;2026M01;771
Hvidovre;I alt;35 år;2026M02;774
Hvidovre;I alt;35 år;2026M03;769
Hvidovre;I alt;35 år;2026M04;757
Hvidovre;I alt;36 år;2025M01;802
Hvidovre;I alt;36 år;2025M02;804
Hvidovre;I alt;36 år;2025M03;816
Hvidovre;I alt;36 år;2025M04;797
Hvidovre;I alt;36 år;2025M05;801
Hvidovre;I alt;36 år;2025M06;798
Hvidovre;I alt;36 år;2025M07;794
Hvidovre;I alt;36 år;2025M08;791
Hvidovre;I alt;36 år;2025M09;788
Hvidovre;I alt;36 år;2025M10;766
Hvidovre;I alt;36 år;2025M11;777
Hvidovre;I alt;36 år;2025M12;789
Hvidovre;I alt;36 år;2026M01;781
Hvidovre;I alt;36 år;2026M02;785
Hvidovre;I alt;36 år;2026M03;775
Hvidovre;I alt;36 år;2026M04;784
Hvidovre;I alt;37 år;2025M01;777
Hvidovre;I alt;37 år;2025M02;783
Hvidovre;I alt;37 år;2025M03;778
Hvidovre;I alt;37 år;2025M04;776
Hvidovre;I alt;37 år;2025M05;765
Hvidovre;I alt;37 år;2025M06;794
Hvidovre;I alt;37 år;2025M07;809
Hvidovre;I alt;37 år;2025M08;809
Hvidovre;I alt;37 år;2025M09;816
Hvidovre;I alt;37 år;2025M10;837
Hvidovre;I alt;37 år;2025M11;831
Hvidovre;I alt;37 år;2025M12;831
Hvidovre;I alt;37 år;2026M01;827
Hvidovre;I alt;37 år;2026M02;824
Hvidovre;I alt;37 år;2026M03;824
Hvidovre;I alt;37 år;2026M04;808
Hvidovre;I alt;38 år;2025M01;765
Hvidovre;I alt;38 år;2025M02;759
Hvidovre;I alt;38 år;2025M03;767
Hvidovre;I alt;38 år;2025M04;770
Hvidovre;I alt;38 år;2025M05;782
Hvidovre;I alt;38 år;2025M06;772
Hvidovre;I alt;38 år;2025M07;780
Hvidovre;I alt;38 år;2025M08;783
Hvidovre;I alt;38 år;2025M09;779
Hvidovre;I alt;38 år;2025M10;788
Hvidovre;I alt;38 år;2025M11;785
Hvidovre;I alt;38 år;2025M12;780
Hvidovre;I alt;38 år;2026M01;797
Hvidovre;I alt;38 år;2026M02;812
Hvidovre;I alt;38 år;2026M03;802
Hvidovre;I alt;38 år;2026M04;800
Hvidovre;I alt;39 år;2025M01;745
Hvidovre;I alt;39 år;2025M02;739
Hvidovre;I alt;39 år;2025M03;754
Hvidovre;I alt;39 år;2025M04;759
Hvidovre;I alt;39 år;2025M05;768
Hvidovre;I alt;39 år;2025M06;764
Hvidovre;I alt;39 år;2025M07;745
Hvidovre;I alt;39 år;2025M08;763
Hvidovre;I alt;39 år;2025M09;771
Hvidovre;I alt;39 år;2025M10;743
Hvidovre;I alt;39 år;2025M11;765
Hvidovre;I alt;39 år;2025M12;777
Hvidovre;I alt;39 år;2026M01;769
Hvidovre;I alt;39 år;2026M02;761
Hvidovre;I alt;39 år;2026M03;765
Hvidovre;I alt;39 år;2026M04;771
Hvidovre;I alt;40 år;2025M01;694
Hvidovre;I alt;40 år;2025M02;703
Hvidovre;I alt;40 år;2025M03;707
Hvidovre;I alt;40 år;2025M04;713
Hvidovre;I alt;40 år;2025M05;700
Hvidovre;I alt;40 år;2025M06;705
Hvidovre;I alt;40 år;2025M07;716
Hvidovre;I alt;40 år;2025M08;724
Hvidovre;I alt;40 år;2025M09;729
Hvidovre;I alt;40 år;2025M10;753
Hvidovre;I alt;40 år;2025M11;758
Hvidovre;I alt;40 år;2025M12;763
Hvidovre;I alt;40 år;2026M01;759
Hvidovre;I alt;40 år;2026M02;758
Hvidovre;I alt;40 år;2026M03;778
Hvidovre;I alt;40 år;2026M04;786
Hvidovre;I alt;41 år;2025M01;755
Hvidovre;I alt;41 år;2025M02;763
Hvidovre;I alt;41 år;2025M03;765
Hvidovre;I alt;41 år;2025M04;763
Hvidovre;I alt;41 år;2025M05;762
Hvidovre;I alt;41 år;2025M06;772
Hvidovre;I alt;41 år;2025M07;771
Hvidovre;I alt;41 år;2025M08;746
Hvidovre;I alt;41 år;2025M09;727
Hvidovre;I alt;41 år;2025M10;714
Hvidovre;I alt;41 år;2025M11;717
Hvidovre;I alt;41 år;2025M12;718
Hvidovre;I alt;41 år;2026M01;716
Hvidovre;I alt;41 år;2026M02;720
Hvidovre;I alt;41 år;2026M03;712
Hvidovre;I alt;41 år;2026M04;720
Hvidovre;I alt;42 år;2025M01;746
Hvidovre;I alt;42 år;2025M02;745
Hvidovre;I alt;42 år;2025M03;737
Hvidovre;I alt;42 år;2025M04;733
Hvidovre;I alt;42 år;2025M05;745
Hvidovre;I alt;42 år;2025M06;734
Hvidovre;I alt;42 år;2025M07;731
Hvidovre;I alt;42 år;2025M08;745
Hvidovre;I alt;42 år;2025M09;771
Hvidovre;I alt;42 år;2025M10;786
Hvidovre;I alt;42 år;2025M11;773
Hvidovre;I alt;42 år;2025M12;763
Hvidovre;I alt;42 år;2026M01;770
Hvidovre;I alt;42 år;2026M02;779
Hvidovre;I alt;42 år;2026M03;779
Hvidovre;I alt;42 år;2026M04;775
Hvidovre;I alt;43 år;2025M01;767
Hvidovre;I alt;43 år;2025M02;754
Hvidovre;I alt;43 år;2025M03;751
Hvidovre;I alt;43 år;2025M04;764
Hvidovre;I alt;43 år;2025M05;758
Hvidovre;I alt;43 år;2025M06;757
Hvidovre;I alt;43 år;2025M07;757
Hvidovre;I alt;43 år;2025M08;755
Hvidovre;I alt;43 år;2025M09;751
Hvidovre;I alt;43 år;2025M10;739
Hvidovre;I alt;43 år;2025M11;742
Hvidovre;I alt;43 år;2025M12;756
Hvidovre;I alt;43 år;2026M01;742
Hvidovre;I alt;43 år;2026M02;744
Hvidovre;I alt;43 år;2026M03;741
Hvidovre;I alt;43 år;2026M04;741
Hvidovre;I alt;44 år;2025M01;786
Hvidovre;I alt;44 år;2025M02;785
Hvidovre;I alt;44 år;2025M03;769
Hvidovre;I alt;44 år;2025M04;751
Hvidovre;I alt;44 år;2025M05;757
Hvidovre;I alt;44 år;2025M06;759
Hvidovre;I alt;44 år;2025M07;756
Hvidovre;I alt;44 år;2025M08;759
Hvidovre;I alt;44 år;2025M09;755
Hvidovre;I alt;44 år;2025M10;763
Hvidovre;I alt;44 år;2025M11;767
Hvidovre;I alt;44 år;2025M12;762
Hvidovre;I alt;44 år;2026M01;774
Hvidovre;I alt;44 år;2026M02;772
Hvidovre;I alt;44 år;2026M03;764
Hvidovre;I alt;44 år;2026M04;764
Hvidovre;I alt;45 år;2025M01;775
Hvidovre;I alt;45 år;2025M02;764
Hvidovre;I alt;45 år;2025M03;786
Hvidovre;I alt;45 år;2025M04;782
Hvidovre;I alt;45 år;2025M05;786
Hvidovre;I alt;45 år;2025M06;794
Hvidovre;I alt;45 år;2025M07;779
Hvidovre;I alt;45 år;2025M08;782
Hvidovre;I alt;45 år;2025M09;783
Hvidovre;I alt;45 år;2025M10;772
Hvidovre;I alt;45 år;2025M11;760
Hvidovre;I alt;45 år;2025M12;769
Hvidovre;I alt;45 år;2026M01;771
Hvidovre;I alt;45 år;2026M02;768
Hvidovre;I alt;45 år;2026M03;766
Hvidovre;I alt;45 år;2026M04;761
Hvidovre;I alt;46 år;2025M01;778
Hvidovre;I alt;46 år;2025M02;765
Hvidovre;I alt;46 år;2025M03;752
Hvidovre;I alt;46 år;2025M04;762
Hvidovre;I alt;46 år;2025M05;759
Hvidovre;I alt;46 år;2025M06;754
Hvidovre;I alt;46 år;2025M07;772
Hvidovre;I alt;46 år;2025M08;755
Hvidovre;I alt;46 år;2025M09;757
Hvidovre;I alt;46 år;2025M10;762
Hvidovre;I alt;46 år;2025M11;767
Hvidovre;I alt;46 år;2025M12;762
Hvidovre;I alt;46 år;2026M01;765
Hvidovre;I alt;46 år;2026M02;752
Hvidovre;I alt;46 år;2026M03;771
Hvidovre;I alt;46 år;2026M04;760
Hvidovre;I alt;47 år;2025M01;795
Hvidovre;I alt;47 år;2025M02;800
Hvidovre;I alt;47 år;2025M03;812
Hvidovre;I alt;47 år;2025M04;814
Hvidovre;I alt;47 år;2025M05;814
Hvidovre;I alt;47 år;2025M06;809
Hvidovre;I alt;47 år;2025M07;813
Hvidovre;I alt;47 år;2025M08;800
Hvidovre;I alt;47 år;2025M09;796
Hvidovre;I alt;47 år;2025M10;795
Hvidovre;I alt;47 år;2025M11;802
Hvidovre;I alt;47 år;2025M12;791
Hvidovre;I alt;47 år;2026M01;768
Hvidovre;I alt;47 år;2026M02;754
Hvidovre;I alt;47 år;2026M03;744
Hvidovre;I alt;47 år;2026M04;752
Hvidovre;I alt;48 år;2025M01;702
Hvidovre;I alt;48 år;2025M02;724
Hvidovre;I alt;48 år;2025M03;719
Hvidovre;I alt;48 år;2025M04;734
Hvidovre;I alt;48 år;2025M05;737
Hvidovre;I alt;48 år;2025M06;755
Hvidovre;I alt;48 år;2025M07;742
Hvidovre;I alt;48 år;2025M08;756
Hvidovre;I alt;48 år;2025M09;750
Hvidovre;I alt;48 år;2025M10;752
Hvidovre;I alt;48 år;2025M11;750
Hvidovre;I alt;48 år;2025M12;770
Hvidovre;I alt;48 år;2026M01;792
Hvidovre;I alt;48 år;2026M02;793
Hvidovre;I alt;48 år;2026M03;799
Hvidovre;I alt;48 år;2026M04;807
Hvidovre;I alt;49 år;2025M01;777
Hvidovre;I alt;49 år;2025M02;763
Hvidovre;I alt;49 år;2025M03;752
Hvidovre;I alt;49 år;2025M04;731
Hvidovre;I alt;49 år;2025M05;716
Hvidovre;I alt;49 år;2025M06;698
Hvidovre;I alt;49 år;2025M07;693
Hvidovre;I alt;49 år;2025M08;702
Hvidovre;I alt;49 år;2025M09;719
Hvidovre;I alt;49 år;2025M10;737
Hvidovre;I alt;49 år;2025M11;740
Hvidovre;I alt;49 år;2025M12;729
Hvidovre;I alt;49 år;2026M01;713
Hvidovre;I alt;49 år;2026M02;725
Hvidovre;I alt;49 år;2026M03;715
Hvidovre;I alt;49 år;2026M04;727
Hvidovre;I alt;50 år;2025M01;735
Hvidovre;I alt;50 år;2025M02;733
Hvidovre;I alt;50 år;2025M03;741
Hvidovre;I alt;50 år;2025M04;751
Hvidovre;I alt;50 år;2025M05;758
Hvidovre;I alt;50 år;2025M06;754
Hvidovre;I alt;50 år;2025M07;768
Hvidovre;I alt;50 år;2025M08;783
Hvidovre;I alt;50 år;2025M09;771
Hvidovre;I alt;50 år;2025M10;770
Hvidovre;I alt;50 år;2025M11;767
Hvidovre;I alt;50 år;2025M12;770
Hvidovre;I alt;50 år;2026M01;777
Hvidovre;I alt;50 år;2026M02;766
Hvidovre;I alt;50 år;2026M03;754
Hvidovre;I alt;50 år;2026M04;736
Hvidovre;I alt;51 år;2025M01;725
Hvidovre;I alt;51 år;2025M02;742
Hvidovre;I alt;51 år;2025M03;743
Hvidovre;I alt;51 år;2025M04;739
Hvidovre;I alt;51 år;2025M05;739
Hvidovre;I alt;51 år;2025M06;743
Hvidovre;I alt;51 år;2025M07;745
Hvidovre;I alt;51 år;2025M08;734
Hvidovre;I alt;51 år;2025M09;716
Hvidovre;I alt;51 år;2025M10;710
Hvidovre;I alt;51 år;2025M11;713
Hvidovre;I alt;51 år;2025M12;726
Hvidovre;I alt;51 år;2026M01;727
Hvidovre;I alt;51 år;2026M02;722
Hvidovre;I alt;51 år;2026M03;727
Hvidovre;I alt;51 år;2026M04;735
Hvidovre;I alt;52 år;2025M01;756
Hvidovre;I alt;52 år;2025M02;740
Hvidovre;I alt;52 år;2025M03;743
Hvidovre;I alt;52 år;2025M04;741
Hvidovre;I alt;52 år;2025M05;735
Hvidovre;I alt;52 år;2025M06;746
Hvidovre;I alt;52 år;2025M07;738
Hvidovre;I alt;52 år;2025M08;729
Hvidovre;I alt;52 år;2025M09;758
Hvidovre;I alt;52 år;2025M10;747
Hvidovre;I alt;52 år;2025M11;738
Hvidovre;I alt;52 år;2025M12;722
Hvidovre;I alt;52 år;2026M01;721
Hvidovre;I alt;52 år;2026M02;736
Hvidovre;I alt;52 år;2026M03;733
Hvidovre;I alt;52 år;2026M04;728
Hvidovre;I alt;53 år;2025M01;666
Hvidovre;I alt;53 år;2025M02;675
Hvidovre;I alt;53 år;2025M03;692
Hvidovre;I alt;53 år;2025M04;709
Hvidovre;I alt;53 år;2025M05;740
Hvidovre;I alt;53 år;2025M06;744
Hvidovre;I alt;53 år;2025M07;736
Hvidovre;I alt;53 år;2025M08;750
Hvidovre;I alt;53 år;2025M09;749
Hvidovre;I alt;53 år;2025M10;761
Hvidovre;I alt;53 år;2025M11;773
Hvidovre;I alt;53 år;2025M12;769
Hvidovre;I alt;53 år;2026M01;765
Hvidovre;I alt;53 år;2026M02;745
Hvidovre;I alt;53 år;2026M03;752
Hvidovre;I alt;53 år;2026M04;751
Hvidovre;I alt;54 år;2025M01;618
Hvidovre;I alt;54 år;2025M02;624
Hvidovre;I alt;54 år;2025M03;624
Hvidovre;I alt;54 år;2025M04;613
Hvidovre;I alt;54 år;2025M05;598
Hvidovre;I alt;54 år;2025M06;600
Hvidovre;I alt;54 år;2025M07;616
Hvidovre;I alt;54 år;2025M08;617
Hvidovre;I alt;54 år;2025M09;623
Hvidovre;I alt;54 år;2025M10;628
Hvidovre;I alt;54 år;2025M11;632
Hvidovre;I alt;54 år;2025M12;641
Hvidovre;I alt;54 år;2026M01;655
Hvidovre;I alt;54 år;2026M02;661
Hvidovre;I alt;54 år;2026M03;677
Hvidovre;I alt;54 år;2026M04;692
Hvidovre;I alt;55 år;2025M01;653
Hvidovre;I alt;55 år;2025M02;633
Hvidovre;I alt;55 år;2025M03;629
Hvidovre;I alt;55 år;2025M04;633
Hvidovre;I alt;55 år;2025M05;633
Hvidovre;I alt;55 år;2025M06;627
Hvidovre;I alt;55 år;2025M07;628
Hvidovre;I alt;55 år;2025M08;634
Hvidovre;I alt;55 år;2025M09;631
Hvidovre;I alt;55 år;2025M10;634
Hvidovre;I alt;55 år;2025M11;631
Hvidovre;I alt;55 år;2025M12;614
Hvidovre;I alt;55 år;2026M01;609
Hvidovre;I alt;55 år;2026M02;618
Hvidovre;I alt;55 år;2026M03;617
Hvidovre;I alt;55 år;2026M04;604
Hvidovre;I alt;56 år;2025M01;636
Hvidovre;I alt;56 år;2025M02;646
Hvidovre;I alt;56 år;2025M03;653
Hvidovre;I alt;56 år;2025M04;636
Hvidovre;I alt;56 år;2025M05;623
Hvidovre;I alt;56 år;2025M06;627
Hvidovre;I alt;56 år;2025M07;635
Hvidovre;I alt;56 år;2025M08;628
Hvidovre;I alt;56 år;2025M09;642
Hvidovre;I alt;56 år;2025M10;622
Hvidovre;I alt;56 år;2025M11;638
Hvidovre;I alt;56 år;2025M12;655
Hvidovre;I alt;56 år;2026M01;651
Hvidovre;I alt;56 år;2026M02;629
Hvidovre;I alt;56 år;2026M03;620
Hvidovre;I alt;56 år;2026M04;622
Hvidovre;I alt;57 år;2025M01;668
Hvidovre;I alt;57 år;2025M02;665
Hvidovre;I alt;57 år;2025M03;665
Hvidovre;I alt;57 år;2025M04;666
Hvidovre;I alt;57 år;2025M05;665
Hvidovre;I alt;57 år;2025M06;661
Hvidovre;I alt;57 år;2025M07;659
Hvidovre;I alt;57 år;2025M08;659
Hvidovre;I alt;57 år;2025M09;663
Hvidovre;I alt;57 år;2025M10;663
Hvidovre;I alt;57 år;2025M11;633
Hvidovre;I alt;57 år;2025M12;638
Hvidovre;I alt;57 år;2026M01;636
Hvidovre;I alt;57 år;2026M02;643
Hvidovre;I alt;57 år;2026M03;654
Hvidovre;I alt;57 år;2026M04;637
Hvidovre;I alt;58 år;2025M01;733
Hvidovre;I alt;58 år;2025M02;726
Hvidovre;I alt;58 år;2025M03;707
Hvidovre;I alt;58 år;2025M04;707
Hvidovre;I alt;58 år;2025M05;712
Hvidovre;I alt;58 år;2025M06;696
Hvidovre;I alt;58 år;2025M07;682
Hvidovre;I alt;58 år;2025M08;681
Hvidovre;I alt;58 år;2025M09;664
Hvidovre;I alt;58 år;2025M10;667
Hvidovre;I alt;58 år;2025M11;669
Hvidovre;I alt;58 år;2025M12;658
Hvidovre;I alt;58 år;2026M01;657
Hvidovre;I alt;58 år;2026M02;650
Hvidovre;I alt;58 år;2026M03;657
Hvidovre;I alt;58 år;2026M04;659
Hvidovre;I alt;59 år;2025M01;710
Hvidovre;I alt;59 år;2025M02;714
Hvidovre;I alt;59 år;2025M03;713
Hvidovre;I alt;59 år;2025M04;713
Hvidovre;I alt;59 år;2025M05;706
Hvidovre;I alt;59 år;2025M06;723
Hvidovre;I alt;59 år;2025M07;734
Hvidovre;I alt;59 år;2025M08;720
Hvidovre;I alt;59 år;2025M09;717
Hvidovre;I alt;59 år;2025M10;708
Hvidovre;I alt;59 år;2025M11;715
Hvidovre;I alt;59 år;2025M12;717
Hvidovre;I alt;59 år;2026M01;723
Hvidovre;I alt;59 år;2026M02;714
Hvidovre;I alt;59 år;2026M03;692
Hvidovre;I alt;59 år;2026M04;694
Hvidovre;I alt;60 år;2025M01;656
Hvidovre;I alt;60 år;2025M02;657
Hvidovre;I alt;60 år;2025M03;654
Hvidovre;I alt;60 år;2025M04;663
Hvidovre;I alt;60 år;2025M05;658
Hvidovre;I alt;60 år;2025M06;679
Hvidovre;I alt;60 år;2025M07;681
Hvidovre;I alt;60 år;2025M08;684
Hvidovre;I alt;60 år;2025M09;698
Hvidovre;I alt;60 år;2025M10;712
Hvidovre;I alt;60 år;2025M11;719
Hvidovre;I alt;60 år;2025M12;719
Hvidovre;I alt;60 år;2026M01;700
Hvidovre;I alt;60 år;2026M02;707
Hvidovre;I alt;60 år;2026M03;709
Hvidovre;I alt;60 år;2026M04;703
Hvidovre;I alt;61 år;2025M01;701
Hvidovre;I alt;61 år;2025M02;693
Hvidovre;I alt;61 år;2025M03;709
Hvidovre;I alt;61 år;2025M04;717
Hvidovre;I alt;61 år;2025M05;708
Hvidovre;I alt;61 år;2025M06;695
Hvidovre;I alt;61 år;2025M07;672
Hvidovre;I alt;61 år;2025M08;667
Hvidovre;I alt;61 år;2025M09;642
Hvidovre;I alt;61 år;2025M10;639
Hvidovre;I alt;61 år;2025M11;639
Hvidovre;I alt;61 år;2025M12;639
Hvidovre;I alt;61 år;2026M01;637
Hvidovre;I alt;61 år;2026M02;643
